All traffic signals,,,,,,,,,,,Location,Latitude,,,,,,,,,,
PX,GUNNS RD,Mid Block,Side 1,Side 2,Private Access,Additional Info,Geo ID,Node ID,X,Y,Latitude,Longitude,Activation Date,Signal System,Non system,Mode of Control,Pedestrian Walk speed,APS,Transit Preempt,Fire preempt,Rail preempt,No. of Signalized Approaches
695,ELLESMERE RD,,BIRCHMOUNT RD,,,,108899,13448199,321582.94,4846851,43.76347,-79.29137,00:00.0,Awaiting TransSuite Control,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,,1,,4
696,KENNEDY RD,,ELLESMERE RD,,,,5066262,13447843,322410.31,4847117,43.76587,-79.28109,00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
697,ELLESMERE RD,,MIDLAND AVE,,,,108429,13447496,323212.174,4847354.996,43.76799,-79.27111,00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
698,ELLESMERE RD,,BRIMLEY RD,,,,6786837,13447139,323998.81,4847595,43.77013,-79.26128,00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
699,MCCOWAN RD,,ELLESMERE RD,,,,107941,13446827,324789.747,4847827.999,43.7722,-79.25149,00:00.0,Awaiting TransSuite Control,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,1,,,4
700,ELLESMERE RD,,BELLAMY RD N,,,,107813,13446514,325572.9871,4848074.002,43.77442,-79.24171,00:00.0,TransSuite,,FXT,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",1,,,,4
701,MARKHAM RD,,SHEPPARD AVE E,,,,11887552,13444062,325808.25,4850245,43.7939,-79.23876,00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
702,MARKHAM RD,,ELLESMERE RD,,,,6575905,13446212,326377.434,4848310.054,43.77645,-79.23174,00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
703,MARKHAM RD,,BRIMORTON DR,,,,6575905,13446592,326465.114,4847984.038,43.77351,-79.23066,00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
704,MARKHAM RD,,GREENCEDAR CRCT,GREENCREST CRCT,,,109476,13448822,326951.63,4846246,43.75785,-79.22469,00:00.0,TransSuite,,SA2,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,4
705,ISLINGTON AVE,,NORSEMAN ST,,,,7668086,13468994,303240.3188,4832475.77,43.63421,-79.5191,00:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
706,DUNDAS ST W,,ISLINGTON AVE,,,,8406969,13466818,302654.519,4834380.574,43.65141,-79.52639,00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
707,ISLINGTON AVE,,RATHBURN RD,,,,910357,13465055,302268.6111,4835608.24,43.66242,-79.53116,00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,3
708,ISLINGTON AVE,,THE KINGSWAY,,,,910023,13464097,302053.6719,4836271.564,43.66839,-79.53383,00:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
709,EGLINTON AVE W,,ISLINGTON AVE,,,,8417204,13462163,301638.3737,4837544.323,43.67986,-79.53898,00:00.0,SCOOT,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,,1,,4
710,ISLINGTON AVE,,SUMMITCREST DR,,,,909362,13461563,301518.6987,4837916.884,43.6832,-79.5405,00:00.0,TransSuite,,SA2,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,4
711,ISLINGTON AVE,,THE WESTWAY,,,,909197,13460559,301327.792,4838520.451,43.68864,-79.54286,00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
712,ISLINGTON AVE,,401 C E ISLINGTON RAMP,RESOURCES RD,,SOUTH INTERSECTION,908113,13457178,300613.13,4840685,43.70816,-79.55176,00:00.0,MTSS,,SA2,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,4
713,ISLINGTON AVE,,401 C W ISLINGTON N RAMP,ALLENBY AVE,,NORTH INTERSECTION,908067,13456687,300482.41,4841051.5,43.71143,-79.55328,00:00.0,MTSS,,SAV,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,3
714,REXDALE BLVD,,ISLINGTON AVE,,,,907992,13456311,300354.6231,4841302.632,43.71377,-79.55491,00:00.0,TransSuite,,FXT,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,3
715,ISLINGTON AVE,,BERGAMOT AVE,,,,907960,13455765,300273.13,4841668,43.71696,-79.55597,00:00.0,Awaiting TransSuite Control,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,1,,0,4
716,ISLINGTON AVE,,ELMHURST DR,,,,8237450,13454806,300036.84,4842353,43.72318,-79.55888,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
717,ISLINGTON AVE,,ALBION RD,,,,907054,13452733,299523.84,4843922.5,43.73727,-79.56531,00:00.0,TransSuite,,FXT,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,4
718,REXDALE BLVD,,BERGAMOT AVE,PRIVATE ACCESS,SEARS ACCESS,,908003,13456371,299974.19,4841265,43.71336,-79.55972,00:00.0,TransSuite,,SA2,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,4
719,ELLESMERE RD,,MORNINGSIDE AVE,,,,106555,13445039,329466.15,4849310.38,43.78535,-79.19337,00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
720,EGLINTON AVE W,,CASTLE KNOCK RD,,,,8192164,13457580,311905.28,4840225,43.70397,-79.41167,00:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,3
721,WESTON RD,,MCCORMACK ST,PRIVATE ACCESS,,,10364900,13462466,307049.3389,4837254.089,43.67725,-79.47187,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
722,WARDEN AVE,,BAMBURGH CRCL,,,SOUTH INTERSECTION,3051494,13442440,318990.984,4852200.994,43.81165,-79.32339,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
723,ALBION RD,,ELMHURST DR,,,,907562,13454501,300710.31,4842573,43.72514,-79.55051,00:00.0,TransSuite,,FXT,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,3
724,KIPLING AVE,,NORTH QUEEN ST,PRIVATE ACCESS,,,913296,13469594,302479.8568,4831474.972,43.62526,-79.52845,00:00.0,TransSuite,,SAP,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,4
725,KIPLING AVE,,NORSEMAN ST,,,,9722614,13469239,302276.9927,4832172.227,43.63154,-79.53102,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
726,KIPLING AVE,,BURNHAMTHORPE RD,,,,911289,13466915,301605.994,4834338.301,43.65101,-79.53933,00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
727,KIPLING AVE,,RATHBURN RD,,,,8802578,13465491,301297.737,4835324.942,43.65988,-79.54323,00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
728,KIPLING AVE,,PRINCESS MARGARET BLVD,,,,909927,13463854,300933.4591,4836460.926,43.67012,-79.54773,00:00.0,TransSuite,,SA2,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,4
729,EGLINTON AVE W,,KIPLING AVE,,,,909569,13462655,300680.6473,4837249.789,43.67725,-79.5509,00:00.0,SCOOT,,FXT,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,4
730,KIPLING AVE,,THE WESTWAY,,,,909281,13461140,300373.9785,4838188.153,43.68564,-79.55468,00:00.0,TransSuite,,FXT,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,4
731,KIPLING AVE,,BELFIELD RD,,,HWY 409 WB OFF RAMP,908217,13457759,299667.3403,4840322.507,43.70491,-79.56347,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
732,REXDALE BLVD,,KIPLING AVE,,,,908092,13456668,299408.97,4841086,43.71173,-79.5667,00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
733,KIPLING AVE,,WESTHUMBER BLVD,BROOKMERE RD,,WEST HUMBER,907454,13454154,298769.3313,4842912.508,43.72814,-79.57465,00:00.0,TransSuite,,SA2,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,4
734,ALBION RD,,KIPLING AVE,,,,906946,13452362,298308,4844200,43.7397,-79.58033,00:00.0,TransSuite,,FXT,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,4
735,THE WEST MALL,,EVANS AVE,WEST MALL S QEW X W RAMP,,,914285,13470244,300048.431,4829603.447,43.60836,-79.55863,00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,3
736,LESLIE ST,,TALWOOD DR,,,,442260,13451725,316267.493,4844332.764,43.74088,-79.35745,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,3
737,LESLIE ST,,SOUTHWELL DR,DENLOW BLVD,,,441581,13450874,316179.0309,4844901.743,43.746,-79.3585,00:00.0,TransSuite,,SA2,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,4
738,LESLIE ST,,BANNATYNE DR,PRIVATE ACCESS,,,440067,13448991,315955.17,4846316.45,43.75873,-79.36128,00:00.0,TransSuite,,SA2,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,4
739,SHEPPARD AVE W,,WILMINGTON AVE,FAYWOOD BLVD,,,441100,13450069,308656.38,4845638.05,43.75271,-79.4519,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
740,SHEPPARD AVE W,,SENLAC RD,,,,440139,13449067,311019.9755,4846335.492,43.75897,-79.42254,00:00.0,Awaiting TransSuite Control,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,3
741,SHEPPARD AVE E,,WILLOWDALE AVE,,,,12047979,13448338,312861.0309,4846898.09,43.76403,-79.39968,00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,1,,,4
742,SHEPPARD AVE E,,HAWKSBURY DR,REAN DR,,,439208,13447758,314192.76,4847322.78,43.76786,-79.38314,00:00.0,SCOOT,,SA2,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,4
743,SHEPPARD AVE E,,BURBANK DR,BESSARION RD,,,439022,13447531,314715.03,4847478.786,43.76925,-79.37663,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
744,SHEPPARD AVE E,,LESLIE ST,,,,30044056,13447128,315722,4847751.75,43.77169,-79.36416,00:00.0,TransSuite,,FXT,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",1,,,,4
745,SHEPPARD AVE E,,SHAUGHNESSY BLVD,,,,438320,13446814,316592.1,4847984.94,43.77377,-79.35333,00:00.0,TransSuite,,SA2,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,4
746,SHEPPARD AVE E,,FAIRVIEW MALL DR,,,HWY 404 W INTERSECTION,438091,13446468,317569.993,4848262.78,43.77628,-79.34112,00:00.0,SCOOT,,FXT,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,3
747,SHEPPARD AVE E,,404 N SHEPPARD AVE RAMP,YORKLAND RD,,,438115,13446509,317845.1629,4848221.005,43.77589,-79.33775,00:00.0,SCOOT,,SA2,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,4
748,SHEPPARD AVE E,,VICTORIA PARK AVE,,,,10179994,13446551,319031.474,4848158.078,43.77527,-79.32301,00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,1,,,4
749,SHEPPARD AVE E,,PHARMACY AVE,,,,7487869,13446373,319454.065,4848300.146,43.77653,-79.31775,00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
750,SHEPPARD AVE E,,WARDEN AVE,,,,10180016,13446075,320247.06,4848548,43.77875,-79.30789,00:00.0,TransSuite,,FXT,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,4
751,SHEPPARD AVE E,,BIRCHMOUNT RD,,,,7471766,13445746,321035.1962,4848807.982,43.78109,-79.2981,00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,,1,,4
752,KENNEDY RD,,SHEPPARD AVE E,,,,9637988,13445476,321826.88,4849058,43.7833,-79.28824,00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
753,LESLIE ST,,401 C W LESLIE ST RAMP,,ORIOLE GO STATION,HWY 401 NORTH INTERSECTION,439087,13447810,315760.872,4847261.962,43.76726,-79.36365,00:00.0,Awaiting TransSuite Control,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
754,LESLIE ST,,401 C E LESLIE ST RAMP,LESMILL RD,,HWY 401 SOUTH INTERSECTION,439452,13448296,315901.94,4846874.38,43.76384,-79.36192,00:00.0,Awaiting TransSuite Control,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
755,LESLIE ST,,YORK MILLS RD,,,,440857,13449822,316060.91,4845675.98,43.75297,-79.35995,00:00.0,TransSuite,,FXT,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,4
756,YORK MILLS RD,,DVP N YORK MILLS W RAMP,PRIVATE ACCESS,1200/1202 YORK MILLS RD,,439992,13448911,318145.85,4846340.34,43.75893,-79.33403,00:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
757,YORK MILLS RD,,FENSIDE DR,,,,439731,13448645,318658.978,4846537.61,43.7607,-79.327757,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
758,VICTORIA PARK AVE,,401 C W VICTORIA PR RAMP,,,HWY 401 NORTH INTERSECTION,108375,13447360,319248.7455,4847523.252,43.76947209,-79.32053555,00:00.0,TransSuite,,SAV,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,3
759,VICTORIA PARK AVE,,401 C E VICTORIA PR RAMP,,,HWY 401 SOUTH INTERSECTION,439067,13447751,319342.404,4847234.357,43.76694,-79.31918,00:00.0,TransSuite,,SAV,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,3
760,WARDEN AVE,,401 C W WARDEN AV RAMP,,,HWY 401 NORTH INTERSECTION,108096,13447007,320507.08,4847758.78,43.77156653,-79.30489928,00:00.0,,TEMPORARY,SA2,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,3
761,WARDEN AVE,,401 C E WARDEN AV S RAMP,,,HWY 401 SOUTH INTERSECTION,108330,13447395,320593.75,4847477.69,43.76903,-79.30366,00:00.0,,TEMPORARY,SA2,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,3
762,BROWNS LINE,,VALERMO DR,,,,914239,13470305,300979.027,4829344.428,43.6060424,-79.5471408,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,3
763,BROWNS LINE,,HORNER AVE,,,,11070075,13470438,301130.556,4828862.901,43.60169,-79.54523,00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
764,KIPLING AVE,,HORNER AVE,,,,8246672,13470261,303108.988,4829474.416,43.60722,-79.52074,00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
765,KIPLING AVE,,EVANS AVE,,,,913880,13470006,302796.2636,4830437.907,43.61589,-79.52461,00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
766,LAKE SHORE BLVD W,,TWENTY SEVENTH ST,,,,7632843,13470586,302766.0672,4828276.529,43.59643,-79.52497,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,3
767,KIPLING AVE,,BIRMINGHAM ST,,,,914456,13470456,303329.036,4828750.087,43.60071,-79.518,00:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
768,EGLINTON AVE E,18m EAST OF,HOYLE AVE,,,,1138183,13456432,314483.47,4840960,43.71058,-79.37965,00:00.0,SCOOT,,PED,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,2
769,ST CLAIR AVE W,,NORTHCLIFFE BLVD,,,,1140712,13462184,309552.91,4837389.46,43.67845,-79.44084,00:00.0,MTSS,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),1,1,,,4
770,DWIGHT AVE,,BIRMINGHAM ST,MURRIE ST,,,914303,13470314,304864.228,4829213.736,43.60485,-79.49897,00:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
771,DWIGHT AVE,,NEW TORONTO ST,STRUTHERS ST,,,914124,13470230,304754.343,4829578.385,43.60816,-79.50034,00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
772,EGLINTON AVE W,,WILLIAM R ALLEN RD S,PRIVATE ACCESS,POLICE DIVISION #13,WEST INTERSECTION,10663283,13458434,309905.65,4839639.41,43.6987,-79.43643,00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
773,ROYAL YORK RD,,MIMICO AVE,,,,7883897,13470120,305046.3731,4830033.508,43.61226,-79.49672,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,3
774,EVANS AVE,,HORNER AVE,,,,913717,13469971,303262.937,4830562.259,43.61696668,-79.51882839,00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
775,ISLINGTON AVE,,EVANS AVE,,,,913885,13469914,303869.755,4830717.623,43.6184,-79.51133,00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
776,DUNDAS ST W,,PRINCE EDWARD DR N,,,,7257489,13465297,303940.5654,4835409.881,43.6607,-79.5104,00:00.0,TransSuite,,SAP,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,3
777,DUNDAS ST W,,BURNHAMTHORPE RD,CORDOVA AVE,,,3115737,13467261,302464.79,4834092.79,43.6488,-79.52873,00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
778,DUNDAS ST W,,SHAVER AVE S,SHORNCLIFFE RD,,,8087218,13469211,301176.98,4832243.51,43.63215,-79.54477,00:00.0,SCOOT,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
779,DUNDAS ST W,,POPLAR AVE,SUBWAY CRES,,,8087268,13468811,301549.43,4832686.53,43.63613,-79.54011,00:00.0,SCOOT,,SA2,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,4
780,LAWRENCE AVE W,,THE WESTWAY,ROYAL YORK RD,,,9383460,13459156,302145.2467,4839357.814,43.69618,-79.53271,00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
781,EGLINTON AVE W,,ROYAL YORK RD,,,,909325,13461680,302638.8915,4837821.505,43.68232,-79.52656,00:00.0,SCOOT,,FXT,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",0,1,,,4
782,SCARLETT RD,,EAST DR,PRIVATE ACCESS,APARTMENT BLDS. COMPLEX,,9113,13462619,304297.312,4837210.499,43.67686,-79.50595,00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
783,SCARLETT RD,,EDENBRIDGE DR,,,,11272883,13461916,304070.296,4837646.988,43.68081,-79.50881,00:00.0,Awaiting TransSuite Control,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,3
784,EGLINTON AVE W,,SCARLETT RD,,,,909269,13461355,303860.4042,4838002.01,43.68393,-79.51135,00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
785,BURNHAMTHORPE RD,,MARTIN GROVE RD,,,,9530968,13467307,300832.71,4834097.458,43.64881,-79.54897,00:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
786,EGLINTON AVE W,,MARTIN GROVE RD,,,,12377332,13463137,299689.8917,4836950.127,43.67451,-79.56321,00:00.0,SCOOT,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,1,,,4
787,MARTIN GROVE RD,,THE WESTWAY,REDGRAVE DR,,,909297,13461594,299369.238,4837934.518,43.68334,-79.56712,00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
788,MARTIN GROVE RD,,401 X W MARTIN GROVE RAMP,,,HWY 401 W/B,908872,13459849,299017.969,4838997.838,43.69292,-79.57152,00:00.0,TransSuite,,SAV,1.0 m/s (FDW based on full crossing @1.2m/s),0,,1,,3
789,MARTIN GROVE RD,,BELFIELD RD,,,,908310,13458216,298688.31,4840002.807,43.70198,-79.5756,00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
790,REXDALE BLVD,,MARTIN GROVE RD,,,,907996,13456327,298247.554,4841324.914,43.71388,-79.58106,00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
791,ALBION RD,,MARTIN GROVE RD,,,,906865,13452047,297196.015,4844445.618,43.74198,-79.59424,00:00.0,TransSuite,,FXT,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,4
792,BLOOR ST W,,THE EAST MALL,,,,912471,13468751,300208.435,4832778.303,43.63695,-79.5567,00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
793,BLOOR ST W,,THE WEST MALL,,,,912526,13468898,299755.766,4832633.72,43.63564,-79.5623,00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
794,DIXON RD,,401 X E DIXON W RAMP,,,E/B OFF RAMP,908832,13459955,299324.502,4838921.992,43.69226,-79.56771,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,3
795,WESTON RD,,GAYDON AVE,LILAC AVE,,,445074,13455182,301762.5901,4842048.087,43.72037,-79.53746,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
796,CALEDONIA RD,,KITCHENER AVE,,,,8232,13460292,307964.4322,4838562.3,43.68902,-79.46054,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
797,CALEDONIA RD,,CASTLEFIELD AVE,,,,9086205,13458553,307724.353,4839611.166,43.69846,-79.46351,00:00.0,TransSuite,,FXT,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,4
798,CASTLEFIELD AVE,,KINCORT ST,,,,7622,13458825,307365.64,4839452.08,43.69703,-79.46795,00:00.0,Awaiting TransSuite Control,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,3
799,OAKWOOD AVE,,ROGERS RD,,,,8571266,13460587,309726.579,4838355.96,43.68715,-79.43868,00:00.0,TransSuite,,FXT,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,3
800,ROGERS RD,,CALEDONIA RD,,,,8834,13461384,308168.5945,4837906.318,43.68311,-79.45801,00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
801,ROGERS RD,,SILVERTHORN AVE,,,,7219445,13461451,307741.293,4837870.602,43.68279,-79.46331,00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
802,VAUGHAN RD,,WINONA DR,,,,8174,13460056,309962.37,4838665.16,43.68993,-79.43575,00:00.0,MTSS,,FXT,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,3
803,OAKWOOD AVE,,VAUGHAN RD,,,,7968,13459587,309552.76,4838969.14,43.69266,-79.44082,00:00.0,MTSS,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
804,MARLEE AVE,,GLENCAIRN AVE,,,,11382462,13456841,309312.53,4840784.78,43.709,-79.44378,00:00.0,MTSS,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
805,MARLEE AVE,,ROSELAWN AVE,,,,9655864,13457929,309530.7534,4840035.531,43.70227,-79.44108,00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
806,CUMMER AVE,,WILLOWDALE AVE,,,,437149,13445027,312034.413,4849637.621,43.78867,-79.40993,00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
807,FINCH AVE E,,WILLOWDALE AVE,,,,437752,13445882,312261.58,4848855.93,43.78165,-79.40709,00:00.0,MTSS,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,1,,,4
808,FINCH AVE W,,SENTINEL RD,,,,10071730,13448931,304784.02,4846567.34,43.76108,-79.49997,00:00.0,MTSS,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,1,,,4
809,FINCH AVE W,,400 N FINCH E RAMP,,,N/B OFF RAMP,440889,13449874,302486.9342,4845889.337,43.75493,-79.52861,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,3
810,FINCH AVE W,,SIGNET DR,ARROW RD,,,441054,13450142,301864.05,4845704.51,43.75331,-79.53625,00:00.0,MTSS,,SAP,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",0,1,,,4
811,FINCH AVE W,,MILVAN DR,RUMIKE RD,,,10340969,13450665,300571.04,4845333.52,43.74999,-79.55227,00:00.0,MTSS,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,1,,,4
812,FINCH AVE W,,SENLAC RD,,,,9065918,13446584,310398.69,4848284,43.77651,-79.43023,00:00.0,MTSS,,SA2,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",0,1,,,3
813,WILSON AVE,,CLAYSON RD,PRIVATE ACCESS,,,445318,13455580,302927.195,4841750.596,43.71774,-79.52303,00:00.0,TransSuite,,SA2,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,4
814,WILSON AVE,,HWY 401 WB OFF RAMP,,,EAST OF LAURENTIA CRES,8005700,13452576,309788.8769,4843848.19,43.73662,-79.43785,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,3
815,WILSON AVE,,LEXFIELD AVE,HIGHVIEW AVE,,,444641,13454661,305044.42,4842378.44,43.72341,-79.4968,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
816,EASTERN AVE,,CHERRY ST,SUMACH ST,,,3969874,13466055,316195.35,4834672.39,43.6539,-79.3585,00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
817,BROADVIEW AVE,,EASTERN AVE,,,,1144315,13465575,316972.26,4834979.5,43.65665,-79.34886,00:00.0,MTSS,,SA2,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,4
